"AVGSNOW","AVGTEMPERATURE","EXTRAVGTEMP","EXTRMAXTEMP","EXTRMINTEMP","ID","PERIOD","STATION","TOTRAIN","TOTSUNSHINE"
"0.0","0.0","0.0","0.0","0.0","52","1999-01-31","52","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","53","1999-01-31","53","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","54","1999-01-31","54","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","55","1999-01-31","55","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","56","1999-01-31","56","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","57","1999-01-31","57","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","58","1999-01-31","58","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","59","1999-01-31","59","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","60","1999-01-31","60","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","61","1999-01-31","61","0.0","0.0"
"0.0","18.9","21.5","28.3","13.1","62","1999-02-28","1","42.8","25.8"
"0.0","19.6","21.6","25.3","16.9","63","1999-02-28","2","33.3","27.6"
"0.0","12.4","0.0","0.0","0.0","64","1999-02-28","3","27.8","0.0"
"0.0","17.8","20.5","26.2","13.9","65","1999-02-28","4","41.4","30.9"
"0.0","4.0","7.1","8.3","3.7","66","1999-02-28","5","42.6","20.8"
"0.0","19.7","23.1","28.1","16.7","67","1999-02-28","6","28.5","20.8"
"0.0","21.1","23.8","30.3","16.9","68","1999-02-28","7","32.7","31.9"
"0.0","19.7","21.5","28.5","12.5","69","1999-02-28","8","7.3","27.8"
"0.0","23.9","0.0","0.0","0.0","70","1999-02-28","9","64.0","0.0"
"0.0","19.0","0.0","0.0","0.0","71","1999-02-28","10","62.1","0.0"
"0.0","19.3","0.0","0.0","0.0","72","1999-02-28","11","60.6","0.0"
"0.0","0.0","0.0","0.0","0.0","73","1999-02-28","12","56.3","0.0"
"0.0","18.8","21.6","27.5","14.2","74","1999-02-28","13","33.9","0.0"
"0.0","0.0","0.0","0.0","0.0","75","1999-02-28","14","40.8","0.0"
"0.0","19.1","0.0","0.0","0.0","76","1999-02-28","15","30.3","0.0"
"0.0","20.5","0.0","0.0","0.0","77","1999-02-28","16","29.2","0.0"
"0.0","20.8","0.0","0.0","0.0","78","1999-02-28","17","32.9","0.0"
"0.0","0.0","0.0","0.0","0.0","79","1999-02-28","18","0.0","0.0"
"0.0","19.1","23.1","26.8","16.2","80","1999-02-28","19","23.8","0.0"
"0.0","0.0","0.0","0.0","0.0","81","1999-02-28","20","0.0","0.0"
"0.0","20.2","0.0","0.0","0.0","82","1999-02-28","21","35.0","0.0"
"0.0","0.0","0.0","0.0","0.0","83","1999-02-28","22","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","84","1999-02-28","23","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","85","1999-02-28","24","0.0","0.0"
"0.0","19.8","0.0","0.0","0.0","86","1999-02-28","25","26.5","0.0"
"0.0","20.5","0.0","0.0","0.0","87","1999-02-28","26","22.6","0.0"
"0.0","0.0","0.0","0.0","0.0","88","1999-02-28","27","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","89","1999-02-28","28","0.0","0.0"
"0.0","14.2","0.0","0.0","0.0","90","1999-02-28","29","107.7","0.0"
"0.0","8.0","0.0","0.0","0.0","91","1999-02-28","30","40.0","0.0"
"0.0","0.0","0.0","0.0","0.0","92","1999-02-28","31","0.0","0.0"
"0.0","21.0","23.9","29.5","13.4","93","1999-02-28","32","33.6","0.0"
"0.5","7.2","9.2","8.8","7.8","94","1999-02-28","33","74.2","20.5"
"0.0","18.5","0.0","0.0","0.0","95","1999-02-28","34","19.4","0.0"
"0.0","20.4","0.0","0.0","0.0","96","1999-02-28","35","24.9","0.0"
"0.0","0.0","0.0","0.0","0.0","97","1999-02-28","36","0.0","0.0"
"0.0","19.0","0.0","0.0","0.0","98","1999-02-28","37","16.0","0.0"
"0.0","0.0","0.0","0.0","0.0","99","1999-02-28","38","0.0","0.0"
"0.0","20.0","20.8","24.3","16.4","100","1999-02-28","39","128.0","0.0"
"0.0","18.9","0.0","0.0","0.0","101","1999-02-28","40","26.0","0.0"
"0.0","0.0","0.0","0.0","0.0","102","1999-02-28","41","26.6","0.0"
"0.0","20.2","0.0","0.0","0.0","103","1999-02-28","42","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","104","1999-02-28","43","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","105","1999-02-28","44","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","106","1999-02-28","45","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","107","1999-02-28","46","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","108","1999-02-28","47","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","109","1999-02-28","48","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","110","1999-02-28","49","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","111","1999-02-28","50","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","112","1999-02-28","51","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","113","1999-02-28","52","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","114","1999-02-28","53","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","115","1999-02-28","54","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","116","1999-02-28","55","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","117","1999-02-28","56","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","118","1999-02-28","57","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","119","1999-02-28","58","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","120","1999-02-28","59","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","121","1999-02-28","60","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","122","1999-02-28","61","0.0","0.0"
"0.0","18.9","20.6","27.3","12.5","123","1999-03-31","1","42.8","28.9"
"0.0","19.6","21.8","26.6","16.8","124","1999-03-31","2","33.3","36.8"
"0.0","12.4","0.0","0.0","0.0","125","1999-03-31","3","27.8","0.0"
"0.0","17.8","19.4","25.2","12.3","126","1999-03-31","4","41.4","32.4"
"0.0","4.0","6.3","8.0","3.3","127","1999-03-31","5","42.6","22.1"
"0.0","19.7","22.6","28.0","16.5","128","1999-03-31","6","28.5","31.2"
"0.0","21.1","23.0","29.3","16.3","129","1999-03-31","7","32.7","35.3"
"0.0","19.7","21.2","28.7","12.4","130","1999-03-31","8","7.3","35.7"
"0.0","23.9","0.0","0.0","0.0","131","1999-03-31","9","64.0","0.0"
"0.0","19.0","0.0","0.0","0.0","132","1999-03-31","10","62.1","0.0"
"0.0","19.3","0.0","0.0","0.0","133","1999-03-31","11","60.6","0.0"
"0.0","0.0","0.0","0.0","0.0","134","1999-03-31","12","56.3","0.0"
"0.0","18.8","20.4","26.5","13.5","135","1999-03-31","13","33.9","0.0"
"0.0","0.0","0.0","0.0","0.0","136","1999-03-31","14","40.8","0.0"
"0.0","19.1","0.0","0.0","0.0","137","1999-03-31","15","30.3","0.0"
"0.0","20.5","0.0","0.0","0.0","138","1999-03-31","16","29.2","0.0"
"0.0","20.8","0.0","0.0","0.0","139","1999-03-31","17","32.9","0.0"
"0.0","0.0","0.0","0.0","0.0","140","1999-03-31","18","0.0","0.0"
"0.0","19.1","22.0","26.7","15.2","141","1999-03-31","19","23.8","0.0"
"0.0","0.0","0.0","0.0","0.0","142","1999-03-31","20","0.0","0.0"
"0.0","20.2","0.0","0.0","0.0","143","1999-03-31","21","35.0","0.0"
"0.0","0.0","0.0","0.0","0.0","144","1999-03-31","22","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","145","1999-03-31","23","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","146","1999-03-31","24","0.0","0.0"
"0.0","19.8","0.0","0.0","0.0","147","1999-03-31","25","26.5","0.0"
"0.0","20.5","0.0","0.0","0.0","148","1999-03-31","26","22.6","0.0"
"0.0","0.0","0.0","0.0","0.0","149","1999-03-31","27","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","150","1999-03-31","28","0.0","0.0"
"0.0","14.2","0.0","0.0","0.0","151","1999-03-31","29","107.7","0.0"
"0.0","8.0","0.0","0.0","0.0","152","1999-03-31","30","40.0","0.0"
"0.0","0.0","0.0","0.0","0.0","153","1999-03-31","31","0.0","0.0"
"0.0","21.0","22.5","29.3","13.6","154","1999-03-31","32","33.6","0.0"
"0.5","7.2","8.4","8.5","7.2","155","1999-03-31","33","74.2","26.5"
"0.0","18.5","0.0","0.0","0.0","156","1999-03-31","34","19.4","0.0"
"0.0","20.4","0.0","0.0","0.0","157","1999-03-31","35","24.9","0.0"
"0.0","0.0","0.0","0.0","0.0","158","1999-03-31","36","0.0","0.0"
"0.0","19.0","0.0","0.0","0.0","159","1999-03-31","37","16.0","0.0"
"0.0","0.0","0.0","0.0","0.0","160","1999-03-31","38","0.0","0.0"
"0.0","20.0","21.2","25.8","16.6","161","1999-03-31","39","128.0","0.0"
"0.0","18.9","0.0","0.0","0.0","162","1999-03-31","40","26.0","0.0"
"0.0","0.0","0.0","0.0","0.0","163","1999-03-31","41","26.6","0.0"
"0.0","20.2","0.0","0.0","0.0","164","1999-03-31","42","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","165","1999-03-31","43","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","166","1999-03-31","44","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","167","1999-03-31","45","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","168","1999-03-31","46","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","169","1999-03-31","47","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","170","1999-03-31","48","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","171","1999-03-31","49","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","172","1999-03-31","50","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","173","1999-03-31","51","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","174","1999-03-31","52","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","175","1999-03-31","53","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","176","1999-03-31","54","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","177","1999-03-31","55","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","178","1999-03-31","56","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","179","1999-03-31","57","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","180","1999-03-31","58","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","181","1999-03-31","59","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","182","1999-03-31","60","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","183","1999-03-31","61","0.0","0.0"
"0.0","18.9","20.6","27.3","12.5","184","1999-04-30","1","26.0","28.9"
"0.0","19.6","21.8","26.6","16.8","185","1999-04-30","2","7.6","36.8"
"0.0","12.4","0.0","0.0","0.0","186","1999-04-30","3","49.6","0.0"
"0.0","17.8","19.4","25.2","12.3","187","1999-04-30","4","17.6","32.4"
"0.0","4.0","6.3","8.0","3.3","188","1999-04-30","5","143.3","22.1"
"0.0","19.7","22.6","28.0","16.5","189","1999-04-30","6","77.3","31.2"
"0.0","21.1","23.0","29.3","16.3","190","1999-04-30","7","36.1","35.3"
"0.0","19.7","21.2","28.7","12.4","191","1999-04-30","8","26.8","35.7"
"0.0","23.9","0.0","0.0","0.0","192","1999-04-30","9","51.4","0.0"
"0.0","19.0","0.0","0.0","0.0","193","1999-04-30","10","23.4","0.0"
"0.0","19.3","0.0","0.0","0.0","194","1999-04-30","11","22.7","0.0"
"0.0","0.0","0.0","0.0","0.0","195","1999-04-30","12","10.9","0.0"
"0.0","18.8","20.4","26.5","13.5","196","1999-04-30","13","25.6","0.0"
"0.0","0.0","0.0","0.0","0.0","197","1999-04-30","14","11.1","0.0"
"0.0","19.1","0.0","0.0","0.0","198","1999-04-30","15","8.9","0.0"
"0.0","20.5","0.0","0.0","0.0","199","1999-04-30","16","21.9","0.0"
"0.0","20.8","0.0","0.0","0.0","200","1999-04-30","17","2.6","0.0"
"0.0","0.0","0.0","0.0","0.0","201","1999-04-30","18","0.0","0.0"
"0.0","19.1","22.0","26.7","15.2","202","1999-04-30","19","3.9","0.0"
"0.0","0.0","0.0","0.0","0.0","203","1999-04-30","20","0.0","0.0"
"0.0","20.2","0.0","0.0","0.0","204","1999-04-30","21","1.8","0.0"
"0.0","0.0","0.0","0.0","0.0","205","1999-04-30","22","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","206","1999-04-30","23","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","207","1999-04-30","24","0.0","0.0"
"0.0","19.8","0.0","0.0","0.0","208","1999-04-30","25","1.9","0.0"
"0.0","20.5","0.0","0.0","0.0","209","1999-04-30","26","3.1","0.0"
"0.0","0.0","0.0","0.0","0.0","210","1999-04-30","27","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","211","1999-04-30","28","0.0","0.0"
"0.0","14.2","0.0","0.0","0.0","212","1999-04-30","29","20.4","0.0"
"0.0","8.0","0.0","0.0","0.0","213","1999-04-30","30","18.2","0.0"
"0.0","0.0","0.0","0.0","0.0","214","1999-04-30","31","0.0","0.0"
"0.0","21.0","22.5","29.3","13.6","215","1999-04-30","32","6.8","0.0"
"0.5","7.2","8.4","8.5","7.2","216","1999-04-30","33","27.3","26.5"
"0.0","18.5","0.0","0.0","0.0","217","1999-04-30","34","11.7","0.0"
"0.0","20.4","0.0","0.0","0.0","218","1999-04-30","35","8.6","0.0"
"0.0","0.0","0.0","0.0","0.0","219","1999-04-30","36","0.0","0.0"
"0.0","19.0","0.0","0.0","0.0","220","1999-04-30","37","8.1","0.0"
"0.0","0.0","0.0","0.0","0.0","221","1999-04-30","38","0.0","0.0"
"0.0","20.0","21.2","25.8","16.6","222","1999-04-30","39","13.4","0.0"
"0.0","18.9","0.0","0.0","0.0","223","1999-04-30","40","4.3","0.0"
"0.0","0.0","0.0","0.0","0.0","224","1999-04-30","41","37.0","0.0"
"0.0","20.2","0.0","0.0","0.0","225","1999-04-30","42","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","226","1999-04-30","43","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","227","1999-04-30","44","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","228","1999-04-30","45","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","229","1999-04-30","46","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","230","1999-04-30","47","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","231","1999-04-30","48","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","232","1999-04-30","49","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","233","1999-04-30","50","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","234","1999-04-30","51","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","235","1999-04-30","52","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","236","1999-04-30","53","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","237","1999-04-30","54","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","238","1999-04-30","55","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","239","1999-04-30","56","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","240","1999-04-30","57","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","241","1999-04-30","58","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","242","1999-04-30","59","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","243","1999-04-30","60","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","244","1999-04-30","61","0.0","0.0"
"0.0","18.9","20.6","27.3","12.5","245","1999-05-31","1","51.1","28.9"
"0.0","19.6","21.8","26.6","16.8","246","1999-05-31","2","103.7","36.8"
"0.0","12.4","0.0","0.0","0.0","247","1999-05-31","3","101.6","0.0"
"0.0","17.8","19.4","25.2","12.3","248","1999-05-31","4","60.5","32.4"
"0.0","4.0","6.3","8.0","3.3","249","1999-05-31","5","96.5","22.1"
"0.0","19.7","22.6","28.0","16.5","250","1999-05-31","6","89.0","31.2"
"0.0","21.1","23.0","29.3","16.3","251","1999-05-31","7","31.0","35.3"
"0.0","19.7","21.2","28.7","12.4","252","1999-05-31","8","88.9","35.7"
"0.0","23.9","0.0","0.0","0.0","253","1999-05-31","9","47.2","0.0"
"0.0","19.0","0.0","0.0","0.0","254","1999-05-31","10","80.5","0.0"
"0.0","19.3","0.0","0.0","0.0","255","1999-05-31","11","48.6","0.0"
"0.0","0.0","0.0","0.0","0.0","256","1999-05-31","12","97.4","0.0"
"0.0","18.8","20.4","26.5","13.5","257","1999-05-31","13","99.9","0.0"
"0.0","0.0","0.0","0.0","0.0","258","1999-05-31","14","93.3","0.0"
"0.0","19.1","0.0","0.0","0.0","259","1999-05-31","15","194.6","0.0"
"0.0","20.5","0.0","0.0","0.0","260","1999-05-31","16","98.2","0.0"
"0.0","20.8","0.0","0.0","0.0","261","1999-05-31","17","74.7","0.0"
"0.0","0.0","0.0","0.0","0.0","262","1999-05-31","18","0.0","0.0"
"0.0","19.1","22.0","26.7","15.2","263","1999-05-31","19","120.3","0.0"
"0.0","0.0","0.0","0.0","0.0","264","1999-05-31","20","0.0","0.0"
"0.0","20.2","0.0","0.0","0.0","265","1999-05-31","21","68.0","0.0"
"0.0","0.0","0.0","0.0","0.0","266","1999-05-31","22","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","267","1999-05-31","23","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","268","1999-05-31","24","0.0","0.0"
"0.0","19.8","0.0","0.0","0.0","269","1999-05-31","25","53.0","0.0"
"0.0","20.5","0.0","0.0","0.0","270","1999-05-31","26","51.6","0.0"
"0.0","0.0","0.0","0.0","0.0","271","1999-05-31","27","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","272","1999-05-31","28","0.0","0.0"
"0.0","14.2","0.0","0.0","0.0","273","1999-05-31","29","41.3","0.0"
"0.0","8.0","0.0","0.0","0.0","274","1999-05-31","30","96.8","0.0"
"0.0","0.0","0.0","0.0","0.0","275","1999-05-31","31","0.0","0.0"
"0.0","21.0","22.5","29.3","13.6","276","1999-05-31","32","41.6","0.0"
"0.5","7.2","8.4","8.5","7.2","277","1999-05-31","33","133.0","26.5"
"0.0","18.5","0.0","0.0","0.0","278","1999-05-31","34","44.2","0.0"
"0.0","20.4","0.0","0.0","0.0","279","1999-05-31","35","45.9","0.0"
"0.0","0.0","0.0","0.0","0.0","280","1999-05-31","36","0.0","0.0"
"0.0","19.0","0.0","0.0","0.0","281","1999-05-31","37","50.9","0.0"
"0.0","0.0","0.0","0.0","0.0","282","1999-05-31","38","0.0","0.0"
"0.0","20.0","21.2","25.8","16.6","283","1999-05-31","39","61.3","0.0"
"0.0","18.9","0.0","0.0","0.0","284","1999-05-31","40","32.0","0.0"
"0.0","0.0","0.0","0.0","0.0","285","1999-05-31","41","85.7","0.0"
"0.0","20.2","0.0","0.0","0.0","286","1999-05-31","42","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","287","1999-05-31","43","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","288","1999-05-31","44","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","289","1999-05-31","45","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","290","1999-05-31","46","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","291","1999-05-31","47","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","292","1999-05-31","48","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","293","1999-05-31","49","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","294","1999-05-31","50","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","295","1999-05-31","51","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","296","1999-05-31","52","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","297","1999-05-31","53","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","298","1999-05-31","54","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","299","1999-05-31","55","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","300","1999-05-31","56","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","301","1999-05-31","57","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","302","1999-05-31","58","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","303","1999-05-31","59","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","304","1999-05-31","60","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","305","1999-05-31","61","0.0","0.0"
"0.0","18.9","20.6","27.3","12.5","306","1999-06-30","1","82.5","28.9"
"0.0","19.6","21.8","26.6","16.8","307","1999-06-30","2","78.0","36.8"
"0.0","12.4","0.0","0.0","0.0","308","1999-06-30","3","110.7","0.0"
"0.0","17.8","19.4","25.2","12.3","309","1999-06-30","4","99.8","32.4"
"0.0","4.0","6.3","8.0","3.3","310","1999-06-30","5","93.8","22.1"
"0.0","19.7","22.6","28.0","16.5","311","1999-06-30","6","48.6","31.2"
"0.0","21.1","23.0","29.3","16.3","312","1999-06-30","7","106.3","35.3"
"0.0","19.7","21.2","28.7","12.4","313","1999-06-30","8","78.7","35.7"
"0.0","23.9","0.0","0.0","0.0","314","1999-06-30","9","113.6","0.0"
"0.0","19.0","0.0","0.0","0.0","315","1999-06-30","10","130.9","0.0"
"0.0","19.3","0.0","0.0","0.0","316","1999-06-30","11","51.0","0.0"
"0.0","0.0","0.0","0.0","0.0","317","1999-06-30","12","68.5","0.0"
"0.0","18.8","20.4","26.5","13.5","318","1999-06-30","13","98.0","0.0"
"0.0","0.0","0.0","0.0","0.0","319","1999-06-30","14","70.3","0.0"
"0.0","19.1","0.0","0.0","0.0","320","1999-06-30","15","116.5","0.0"
"0.0","20.5","0.0","0.0","0.0","321","1999-06-30","16","64.4","0.0"
"0.0","20.8","0.0","0.0","0.0","322","1999-06-30","17","120.8","0.0"
"0.0","0.0","0.0","0.0","0.0","323","1999-06-30","18","0.0","0.0"
"0.0","19.1","22.0","26.7","15.2","324","1999-06-30","19","80.3","0.0"
"0.0","0.0","0.0","0.0","0.0","325","1999-06-30","20","0.0","0.0"
"0.0","20.2","0.0","0.0","0.0","326","1999-06-30","21","63.9","0.0"
"0.0","0.0","0.0","0.0","0.0","327","1999-06-30","22","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","328","1999-06-30","23","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","329","1999-06-30","24","0.0","0.0"
"0.0","19.8","0.0","0.0","0.0","330","1999-06-30","25","30.3","0.0"
"0.0","20.5","0.0","0.0","0.0","331","1999-06-30","26","60.8","0.0"
"0.0","0.0","0.0","0.0","0.0","332","1999-06-30","27","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","333","1999-06-30","28","0.0","0.0"
"0.0","14.2","0.0","0.0","0.0","334","1999-06-30","29","62.5","0.0"
"0.0","8.0","0.0","0.0","0.0","335","1999-06-30","30","116.9","0.0"
"0.0","0.0","0.0","0.0","0.0","336","1999-06-30","31","0.0","0.0"
"0.0","21.0","22.5","29.3","13.6","337","1999-06-30","32","75.7","0.0"
